code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
early_1940_navy_logistics_desc;Main Naval Armament.;;;;;;;;;;;;;x
early_archaeology;Malthusian Thought.;;;;;;;;;;;;;x
early_archaeology_desc;Management Strategy.;;;;;;;;;;;;;x
early_classical_theory_and_critique;The doctrine of ‘Manifest Destiny’ appeared first in the United States in the 1840s to justify its need to expand westward. Already in 1823, the Monroe Doctrine had forbidden America to European colonization. The United States had new a duty to reach its continental boundaries and expand its civilization all over the continent. The basic idea was that the nation was destined to greatness and expansion.;Théories et critiques classiques;Frühe klassische Theorie und Kritik;;;;;;;;;;;x
early_classical_theory_and_critique_desc;Marcel Mauss was a French sociologist. Mauss’ academic work traversed the boundaries between sociology and anthropology. Today, he is perhaps better recognised for his influence on the latter discipline, particularly with respect to his analyses of topics such as magic, sacrifice and gift exchange in primitive cultures.;Théories et critiques classiques;Frühe klassische Theorie und Kritik;;;;;;;;;;;x
early_electrical_telegraph;By instituting a separate agency for monitoring the behaviour of actors on the market the government had a chance to stop firms from crashing and also to refrain them from fraud.;;;;;;;;;;;;;x
early_electrical_telegraph_desc;Description goes here.;;;;;;;;;;;;;x
early_interwar_bombers;Market-Determined Exchange Rates.;Premiers bombardiers de l'entre-deux-guerres;Früher Zwischenkriegsbomber;;;;;;;;;;;x
early_interwar_bombers_desc;Market Regulations.;Après qu'un premier pilote ait largué une grenade sur son ennemi, l'utilisation de l'aviation s'est avérée être un grand atout tactique et stratégique. Pour améliorer et développer cette capacité, des bombardiers ont été mis au point.;Seit der erste Pilot eine Granate über dem Feind abgeworfen hatte, wurde man sich mehr und mehr über den enormen taktischen und strategischen Wert der Bekämpfung des Feindes aus der Luft bewusst. Zur Erweiterung und Verbesserung dieser Fähigkeit wurden spezialisierte Bomber entwickelt.;;;;;;;;;;;x
early_interwar_fighters;This style of business culture meant that the owners where either foundations or household investors. This often meant a conservative but sound regime.;Premiers chasseurs de l'entre-deux-guerres;Frühe Zwischenkriegsjäger;;;;;;;;;;;x
early_interwar_fighters_desc;This method not only clean iron during the process of making it into steel, but it also allowed for the use of iron that earlier had been unusable because its low grade.;;Das Konzept, dem Feind den Zugang zum Luftraum über der eigenen Armee zu verwehren, wurde schon früh zu Beginn des aufkommenden Luftkriegs entdeckt. Flugzeuge, deren einzige Aufgabe darin bestand, feindliche Flugzeuge abzuschießen, waren schon einige Zeit vor den Bombern im Einsatz.;;;;;;;;;;;x
early_light_artillery;Marxism–Leninism was a further development of the Marxist theory described by Marx and Engels. As the name attests, it was originally propounded by Vladimir Ilyich Lenin. Lenin espoused the concept of the Vanguard Party. Marxist–Leninists rejected Democratic Socialism’s peaceful, parliamentary path to socialism. They argued instead argued for immediate and violent revolution. Lenin wrote ‘What is to Be Done?’ in 1903, in which he described how a dedicated core of revolutionaries could take over in nations where a large, educated proletariat did not already exist. In 1917, Lenin launched a revolution in Russia with a mix of soldier, worker, and peasant support, where a collection of ‘Soviets’ under the leadership of Lenin’s revolutionary vanguard usurped and then replaced the functions of the traditional state authorities. Marxism–Leninism never realized the utopian withering away of the state as Marx had envisioned. The revolutionary Dictatorship of the Proletariat became a dominant social class of its own. Membership in the Communist Party meant a standard of living and power above that of the ‘proletariat’ whom the revolution had been proclaimed for.;;;;;;;;;;;;;x
early_modern_oil_ship;Slaves in this province have been reading and learning the ideas of Marx and other communist philosophers.;;;;;;;;;;;;;x
early_modern_oil_ship_desc;Mary Calkins was an American teacher who became the first female President of the American Psychological Association. A student of James’ in 1890, Calkins completed the requirements for a PhD at Harvard only to be refused. She went on to a distinguished tenure at Wellesley College, writing about the psychology of the self: ‘a totality, a one of many characters… a unique being in the sense that I am I and you are you’….;;;;;;;;;;;;;x
early_railroad;Mary Wollstonecraft was an English philosopher and writer who was an early proponent of women’s rights. She criticized Rousseau’s subordination of women to a solely domestic role. In ‘Vindication of the Rights of Woman’ she argued that women only appeared to be inferior to men due to a lack of education. Wollstonecraft believed in treating men and women equally before God as rational, thinking beings, although she conceded a vague predominance of men in a physical sense.;Chemin de fer primitif;Frühe Eisenbahn;;;;;;;;;;;x
early_railroad_desc;The rapid spread of basic functional literacy in industrial societies combined with the improvements in communication technologies to lay the basis for the development of new approaches to the promotion of creating demand for the rapidly increasing output of goods by increasingly efficient industrial systems. Drawing upon increased understanding of the nature of human compulsions shaped by the environment around them, advertisers would also learn lessons gained by States in their propaganda efforts during periods of war to rally the population to support the goals of the nation in its conflict. The result would be a rapid expansion of the use of simple, direct means of advertising to popularize new products and increase the appeal and demand for established products would become permanent features of popular culture as the twentieth century evolved, and would eventually come to impact other realms of public life, including politics.;Chemin de fer primitif;Frühe Eisenbahn;;;;;;;;;;;x
ec_tolman;Mass Culture & the Avant-Garde.;;;;;;;;;;;;;x
ec_tolman_desc;Mass Politics.;;;;;;;;;;;;;x
economic_responsibility;Advancement in techniques for creating clothing have increased our capacity for its production. No longer is it limited to the shops of the simple tailor.;Responsabilité économique;Wirtschaftliche Verantwortung;;;;;;;;;;;x
economic_responsibility_desc;As an applied combination of Fordism and smelting technique rail could be mass-produced and thus the railroad net could be expanded at a much lower price.;Responsabilité économique;Wirtschaftliche Verantwortung;;;;;;;;;;;x
economic_thought_and_critique;Mathematical sociology is the use of mathematics to construct social theories. Mathematical sociology aims to take sociological theory, which is strong in intuitive content but weak from a formal point of view, and to express it in formal terms. Starting in the early 1940s, Nicolas Rashevsky, and subsequently in the late 1940s, Anatol Rapoport and others, developed a relational and probabilistic approach to the characterization of large social networks in which the nodes are persons and the links are acquaintanceship. During the late 1940s, formulas were derived that connected local parameters such as closure of contacts.;Pensée et critique économique;Wirtschaftsgedanken und -kritik;;;;;;;;;;;x
